IN,NN,NNP,RB,VBN,JJ,VBD,NNS,MD,JJS,VBG,VBZ,VB,CD,VBP,NNPS,DT,JJR,PDT,EX,RBR,CC,WDT,RBS,FW,PRP,RP,WP$,TO,WRB,'',UH,WP,SYM,$,PRP$,POS,sentence_count,word_count
4.0,108.0,51.0,15.0,14.0,50.0,8.0,37.0,4.0,2.0,14.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,548.0
6.0,184.0,148.0,28.0,28.0,68.0,29.0,55.0,3.0,0.0,37.0,1.0,33.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1074.0
0.0,13.0,15.0,0.0,3.0,3.0,4.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0
9.0,112.0,113.0,21.0,18.0,55.0,25.0,58.0,3.0,10.0,26.0,3.0,15.0,11.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,794.0
2.0,108.0,82.0,18.0,9.0,39.0,29.0,26.0,3.0,1.0,27.0,1.0,13.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,663.0
1.0,45.0,32.0,8.0,8.0,24.0,7.0,24.0,0.0,1.0,10.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,297.0
5.0,126.0,56.0,24.0,10.0,50.0,6.0,34.0,2.0,0.0,11.0,11.0,19.0,2.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,735.0
12.0,195.0,97.0,45.0,28.0,98.0,32.0,95.0,5.0,2.0,32.0,8.0,28.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1136.0
10.0,221.0,188.0,16.0,21.0,93.0,39.0,95.0,5.0,3.0,53.0,10.0,41.0,3.0,6.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1310.0
4.0,90.0,81.0,16.0,12.0,39.0,11.0,39.0,3.0,2.0,15.0,6.0,23.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,676.0
8.0,106.0,164.0,26.0,29.0,73.0,29.0,63.0,2.0,1.0,20.0,8.0,28.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,953.0
1.0,17.0,19.0,0.0,2.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,104.0
16.0,248.0,160.0,45.0,27.0,154.0,25.0,109.0,10.0,7.0,38.0,9.0,50.0,8.0,29.0,0.0,1.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1817.0
7.0,119.0,70.0,29.0,26.0,88.0,7.0,71.0,0.0,1.0,26.0,8.0,30.0,18.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,929.0
4.0,90.0,81.0,9.0,15.0,38.0,13.0,32.0,1.0,1.0,8.0,8.0,16.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,528.0
6.0,234.0,261.0,29.0,15.0,101.0,35.0,64.0,24.0,1.0,20.0,27.0,70.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1560.0
4.0,104.0,58.0,12.0,14.0,58.0,9.0,40.0,5.0,1.0,25.0,5.0,14.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,607.0
6.0,72.0,63.0,13.0,13.0,43.0,14.0,55.0,1.0,1.0,16.0,1.0,15.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,560.0
2.0,51.0,49.0,9.0,11.0,34.0,9.0,19.0,0.0,0.0,4.0,2.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,332.0
4.0,103.0,49.0,23.0,14.0,62.0,5.0,43.0,4.0,2.0,11.0,6.0,29.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,667.0
3.0,101.0,38.0,12.0,6.0,64.0,6.0,36.0,2.0,2.0,12.0,7.0,16.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,553.0
4.0,135.0,44.0,15.0,19.0,82.0,2.0,44.0,3.0,0.0,19.0,2.0,15.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,676.0
5.0,118.0,108.0,15.0,21.0,69.0,20.0,51.0,2.0,0.0,24.0,3.0,28.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,799.0
0.0,5.0,10.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0
0.0,44.0,32.0,1.0,9.0,27.0,11.0,34.0,0.0,1.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,284.0
5.0,248.0,125.0,34.0,37.0,125.0,19.0,128.0,5.0,3.0,41.0,5.0,71.0,11.0,18.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,1637.0
19.0,224.0,148.0,38.0,26.0,111.0,10.0,84.0,7.0,2.0,29.0,11.0,49.0,5.0,12.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1500.0
4.0,90.0,56.0,4.0,5.0,47.0,10.0,32.0,0.0,0.0,13.0,1.0,13.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,424.0
7.0,152.0,221.0,35.0,19.0,71.0,40.0,71.0,5.0,1.0,41.0,11.0,43.0,4.0,5.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1271.0
6.0,73.0,117.0,9.0,19.0,75.0,17.0,50.0,9.0,2.0,15.0,3.0,34.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,730.0
1.0,126.0,39.0,23.0,29.0,97.0,7.0,54.0,0.0,0.0,15.0,5.0,15.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,766.0
1.0,114.0,93.0,7.0,7.0,42.0,23.0,44.0,3.0,1.0,28.0,2.0,28.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,717.0
10.0,237.0,299.0,31.0,30.0,136.0,43.0,88.0,0.0,1.0,53.0,8.0,19.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1566.0
2.0,14.0,19.0,0.0,4.0,9.0,4.0,14.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,128.0
9.0,138.0,100.0,30.0,21.0,63.0,5.0,56.0,2.0,7.0,15.0,15.0,17.0,4.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,862.0
7.0,105.0,64.0,20.0,21.0,54.0,19.0,47.0,0.0,2.0,30.0,4.0,9.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,626.0
8.0,118.0,49.0,10.0,10.0,55.0,7.0,47.0,3.0,1.0,25.0,7.0,16.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,626.0
7.0,184.0,86.0,22.0,24.0,90.0,28.0,43.0,0.0,2.0,15.0,5.0,16.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,909.0
2.0,107.0,125.0,25.0,12.0,51.0,28.0,39.0,6.0,0.0,21.0,6.0,35.0,6.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,794.0
13.0,316.0,168.0,50.0,35.0,167.0,63.0,114.0,0.0,2.0,32.0,11.0,35.0,4.0,7.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1646.0
3.0,23.0,14.0,2.0,2.0,12.0,4.0,10.0,1.0,0.0,7.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,145.0
0.0,11.0,19.0,1.0,2.0,8.0,3.0,9.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,110.0
3.0,100.0,28.0,20.0,11.0,54.0,12.0,30.0,3.0,0.0,12.0,1.0,17.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,580.0
1.0,115.0,60.0,28.0,12.0,52.0,4.0,38.0,0.0,1.0,23.0,8.0,22.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,654.0
12.0,251.0,118.0,62.0,30.0,131.0,9.0,147.0,10.0,13.0,42.0,14.0,55.0,23.0,40.0,2.0,8.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117.0,2055.0
5.0,92.0,53.0,9.0,2.0,45.0,13.0,41.0,0.0,0.0,20.0,2.0,9.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,486.0
7.0,88.0,80.0,12.0,14.0,71.0,26.0,59.0,5.0,1.0,11.0,4.0,15.0,4.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,644.0
9.0,106.0,123.0,15.0,26.0,67.0,23.0,86.0,5.0,1.0,23.0,5.0,35.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,937.0
0.0,26.0,23.0,0.0,4.0,13.0,1.0,9.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0
1.0,18.0,22.0,1.0,2.0,12.0,4.0,10.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,135.0
1.0,80.0,50.0,4.0,10.0,42.0,16.0,16.0,0.0,0.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,377.0
9.0,138.0,136.0,13.0,26.0,59.0,9.0,48.0,4.0,0.0,10.0,10.0,46.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,890.0
3.0,93.0,108.0,26.0,18.0,60.0,11.0,34.0,4.0,1.0,13.0,8.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,711.0
9.0,136.0,136.0,21.0,21.0,69.0,15.0,31.0,3.0,2.0,24.0,2.0,35.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,901.0
6.0,112.0,176.0,27.0,14.0,60.0,22.0,65.0,9.0,1.0,27.0,7.0,49.0,4.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,978.0
13.0,189.0,225.0,38.0,25.0,133.0,35.0,96.0,8.0,2.0,28.0,12.0,39.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1365.0
12.0,149.0,67.0,35.0,23.0,85.0,9.0,47.0,4.0,0.0,20.0,8.0,38.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,924.0
3.0,22.0,31.0,4.0,1.0,16.0,7.0,10.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,168.0
1.0,27.0,22.0,2.0,1.0,16.0,6.0,16.0,0.0,0.0,4.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,179.0
4.0,79.0,36.0,22.0,10.0,41.0,11.0,37.0,3.0,1.0,18.0,7.0,20.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,518.0
4.0,107.0,61.0,15.0,12.0,79.0,8.0,45.0,2.0,1.0,26.0,6.0,16.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,689.0
4.0,127.0,100.0,17.0,15.0,72.0,10.0,49.0,1.0,1.0,19.0,5.0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,718.0
11.0,142.0,87.0,20.0,18.0,91.0,25.0,78.0,4.0,2.0,27.0,8.0,13.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,844.0
2.0,128.0,88.0,19.0,22.0,68.0,6.0,35.0,1.0,0.0,16.0,7.0,21.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,751.0
5.0,135.0,80.0,27.0,17.0,59.0,15.0,25.0,6.0,2.0,20.0,11.0,22.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,778.0
7.0,93.0,117.0,19.0,13.0,49.0,12.0,34.0,1.0,0.0,12.0,5.0,18.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,673.0
6.0,146.0,151.0,27.0,17.0,91.0,29.0,77.0,8.0,3.0,36.0,10.0,64.0,5.0,6.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1214.0
4.0,67.0,86.0,19.0,16.0,36.0,12.0,30.0,3.0,0.0,13.0,7.0,29.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,614.0
22.0,278.0,154.0,59.0,43.0,167.0,8.0,177.0,10.0,2.0,36.0,14.0,94.0,9.0,55.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2314.0
5.0,252.0,174.0,25.0,30.0,119.0,49.0,105.0,2.0,0.0,38.0,4.0,42.0,6.0,12.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1474.0
5.0,159.0,115.0,18.0,17.0,90.0,37.0,65.0,4.0,0.0,43.0,7.0,27.0,2.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1078.0
7.0,125.0,69.0,26.0,19.0,98.0,5.0,34.0,0.0,1.0,7.0,9.0,17.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,746.0
7.0,136.0,59.0,24.0,19.0,54.0,11.0,59.0,0.0,5.0,26.0,7.0,23.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,817.0
24.0,368.0,257.0,81.0,53.0,176.0,56.0,164.0,10.0,2.0,86.0,17.0,80.0,4.0,19.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2500.0
13.0,221.0,216.0,39.0,24.0,132.0,15.0,95.0,6.0,0.0,39.0,15.0,46.0,6.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1534.0
10.0,182.0,175.0,36.0,18.0,91.0,37.0,85.0,5.0,0.0,42.0,21.0,47.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1314.0
4.0,84.0,45.0,16.0,20.0,60.0,5.0,52.0,0.0,1.0,18.0,5.0,10.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,619.0
0.0,18.0,14.0,1.0,5.0,9.0,4.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,138.0
11.0,135.0,186.0,19.0,9.0,69.0,31.0,76.0,0.0,0.0,16.0,4.0,35.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,985.0
2.0,46.0,50.0,5.0,7.0,41.0,13.0,33.0,0.0,0.0,18.0,4.0,17.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,408.0
8.0,115.0,200.0,28.0,26.0,98.0,28.0,100.0,6.0,0.0,26.0,5.0,39.0,12.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1186.0
